Hyundai MOBIS Global IT Services Procurement Head,"['https://in.linkedin.com/in/nanthakumar-m-973096192', 'https://in.linkedin.com/in/ragul-aravind-5082a9bb', 'https://in.linkedin.com/in/siva-krishna-0b83111b4', 'https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/gopi-p-428b9220']"
Hyundai MOBIS Global Indirect Procurement Head,"['https://in.linkedin.com/in/nanthakumar-m-973096192', 'https://in.linkedin.com/in/alankrit-shinghal-04073a190?trk=public_profile_browsemap_profile-result-card_result-card_full-click', 'https://in.linkedin.com/in/dilli-ganesh-716a60169', 'https://in.linkedin.com/in/kartik-thapliyal-46b99233', 'https://in.linkedin.com/in/vadivelu-s-12945624']"
Hyundai MOBIS Global Strategic Sourcing Head,"['https://in.linkedin.com/in/siva-krishna-0b83111b4', 'https://in.linkedin.com/in/anand-pandey-0a960a6a', 'https://in.linkedin.com/in/balaji-b-a5215019', 'https://in.linkedin.com/in/ashok-kumar-aa1149b0', 'https://in.linkedin.com/in/raimanvendra05']"
Hyundai MOBIS Global Vendor Management Head,"['https://in.linkedin.com/in/anand-pandey-0a960a6a', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/harish-babu-94bba368', 'https://in.linkedin.com/in/puvanesh-sm-6a338717a', 'https://in.linkedin.com/in/balaji-b-a5215019']"
Hyundai MOBIS Global Workforce Strategy Head,"['https://in.linkedin.com/in/janardhan-reddy-dubba-02b12121a', 'https://in.linkedin.com/in/chetan-prakash-3b032977', 'https://in.linkedin.com/in/rajasekkar', 'https://in.linkedin.com/in/devender-singh-4628752b', 'https://in.linkedin.com/in/gopi-krishna-p-b7394137']"
Hyundai MOBIS Global Contigency Hiring Head,"['https://in.linkedin.com/in/ragul-aravind-5082a9bb', 'https://in.linkedin.com/in/kartik-thapliyal-46b99233', 'https://in.linkedin.com/in/vignesh-ramasubramanian-123443171', 'https://in.linkedin.com/in/rajeshkumar-n-69159bb7/es?trk=people-guest_people_search-card']"
Hyundai MOBIS Global Contractual Staffing Head,"['https://in.linkedin.com/in/gopi-krishna-p-b7394137', 'https://in.linkedin.com/in/radhey-shyam-gupta-74963147', 'https://in.linkedin.com/in/janardhan-reddy-dubba-02b12121a', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/amith-halageri-6b128016']"
Hyundai MOBIS Global Staff Augmentation Head,"['https://in.linkedin.com/in/arvindthomas', 'https://in.linkedin.com/in/mahesh-vadla-1b3b8472', 'https://in.linkedin.com/in/swati-matta-98906619', 'https://in.linkedin.com/in/lokesh-gaur-42558630']"
Hyundai MOBIS Global Technical T&M Hiring Head,"['https://in.linkedin.com/in/r-venkatesh-323577243', 'https://in.linkedin.com/in/neeraj-mathur-7a12b124']"
Hyundai MOBIS Global Shared Services Head,"['https://in.linkedin.com/in/sarvesh-shukla-bb82ba18', 'https://in.linkedin.com/in/radhey-shyam-gupta-74963147', 'https://in.linkedin.com/in/edward-cho-ba5228130', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137']"
Hyundai MOBIS Global Chief Administrative Officer,"['https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-group-header', 'https://in.linkedin.com/company/hyundaimobismiddleeast?trk=ppro_cprof', 'https://in.linkedin.com/in/radhey-shyam-gupta-74963147']"
Hyundai MOBIS Global Digital Transformation Head,"['https://in.linkedin.com/in/harshmeetkaur', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/sharvesh']"
Hyundai MOBIS Global Enterprise IT Head,"['https://in.linkedin.com/in/gopi-p-428b9220', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/upasana-tiwari-44250228', 'https://in.linkedin.com/company/hyundaimobisin']"
Hyundai MOBIS Global IT Head,"['https://in.linkedin.com/in/gopi-p-428b9220', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715']"
Hyundai MOBIS Global Engineering Head,"['https://in.linkedin.com/in/ganesh-krishnamoorthy-a16b4515', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/in/varunraja-raja-4900046', 'https://in.linkedin.com/in/abdul-wahab-129b7219']"
Hyundai MOBIS Global Delivery Head,"['https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/radhey-shyam-gupta-74963147', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/balaji-b-a5215019']"
Hyundai MOBIS Global Program Head,"['https://in.linkedin.com/in/edward-cho-ba5228130', 'https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/sharvesh']"
Hyundai MOBIS Global Data Head,"['https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/sharvesh']"
Hyundai MOBIS Global Data Centre Head,"['https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/company/hyundai-mobis', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/radhey-shyam-gupta-74963147']"
Hyundai MOBIS Global Supply Chain Head,"['https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/er-gautam-sharma-23a233166', 'https://in.linkedin.com/in/arvindthomas', 'https://in.linkedin.com/in/siva-krishna-0b83111b4']"
Hyundai MOBIS Global Supply Chain IT Head,[]
Hyundai MOBIS Global Testing Head,"['https://in.linkedin.com/in/rithvik-kasugunti-b6a3852a', 'https://in.linkedin.com/in/raghavendra-rao-haresamudram-5637b91a', 'https://in.linkedin.com/in/upasana-tiwari-44250228', 'https://in.linkedin.com/in/abdul-wahab-129b7219', 'https://in.linkedin.com/in/gaurav-mittal-26a3298']"
Hyundai MOBIS Global QA Head,"['https://in.linkedin.com/in/bhuvanesan-m-70802221', 'https://in.linkedin.com/in/raghavendransrinivasan-61a56467', 'https://in.linkedin.com/in/sundaram-subramanian-b9524544', 'https://in.linkedin.com/in/naveen-kumar-qa', 'https://in.linkedin.com/in/ritesh-kumar-srivastava-12b709145']"
Hyundai MOBIS Global Automation Head,"['https://in.linkedin.com/in/shoebmohammadk', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/company/hyundaimobisin', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137']"
Hyundai MOBIS Global MES Head,"['https://in.linkedin.com/in/gopi-p-428b9220', 'https://in.linkedin.com/in/v-selvakumar-kumar-a5510a65', 'https://in.linkedin.com/in/naveen-kumar-m-3109481a1?trk=public_profile_samename_profile_profile-result-card_result-card_full-click', 'https://in.linkedin.com/in/ramakrishna-duddukuri-pmp-80460a26']"
Hyundai MOBIS Global IDES Head,"['https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/rajasekkar', 'https://in.linkedin.com/company/mobis-india-hyundai-motor', 'https://in.linkedin.com/in/skkings', 'https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-group-header']"
Hyundai MOBIS Global PLM Head,"['https://in.linkedin.com/in/shiva-g-b3b63616b', 'https://in.linkedin.com/in/apurva-bajpai-a79a13202', 'https://in.linkedin.com/in/ganesh-krishnamoorthy-a16b4515', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/muthu-saravana-kumar-govindhasamy-921b7023']"
Hyundai MOBIS Global Industry 4.0 Head,"['https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/in/skkings', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742']"
Hyundai MOBIS Global Cloud Head,"['https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/shoebmohammadk', 'https://in.linkedin.com/in/khasim-durgam-3207a26', 'https://in.linkedin.com/in/archana-rathnam-87361a2a?trk=public_profile_browsemap']"
Hyundai MOBIS Global IT Infra Head,"['https://in.linkedin.com/in/gopi-p-428b9220', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/sathesh-kumar-ab58b735', 'https://in.linkedin.com/in/gaurav-mittal-26a3298', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742']"
Hyundai MOBIS Global ERP Head,"['https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/muthu-saravana-kumar-govindhasamy-921b7023', 'https://in.linkedin.com/in/rajasekkar', 'https://in.linkedin.com/in/gopi-p-428b9220']"
Hyundai MOBIS Global SAP Head,"['https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/vadivelu-s-12945624', 'https://in.linkedin.com/in/baskaran-v-500881287', 'https://in.linkedin.com/in/rajasekkar', 'https://in.linkedin.com/in/raimanvendra05']"
Hyundai MOBIS Global Database Head,"['https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/edward-cho-ba5228130', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715']"
Hyundai MOBIS Global Digital Workplace Head,"['https://in.linkedin.com/in/chetan-prakash-3b032977', 'https://in.linkedin.com/in/devender-singh-4628752b', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/gopi-krishna-p-b7394137', 'https://in.linkedin.com/in/gaurav-mittal-26a3298']"
Hyundai MOBIS Global ServiceNow Head,"['https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/gopala-krishna-02282584', 'https://in.linkedin.com/in/k-meghana', 'https://in.linkedin.com/in/ganesh-krishnamoorthy-a16b4515', 'https://in.linkedin.com/in/siva-krishna-0b83111b4']"
Hyundai MOBIS Global Cybersecurity Head,"['https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/janardhan-raju-47aa28ba', 'https://in.linkedin.com/in/gopala-krishna-02282584']"
Hyundai MOBIS Global Customer Experience Head,"['https://in.linkedin.com/in/sarvesh-shukla-bb82ba18', 'https://in.linkedin.com/in/upasana-tiwari-44250228', 'https://in.linkedin.com/in/edward-cho-ba5228130', 'https://in.linkedin.com/in/radhey-shyam-gupta-74963147', 'https://in.linkedin.com/in/mishail-gupta-502051106']"
Hyundai MOBIS Global GenAI Head,"['https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/mallikarjuna-reddy-pallavali-86886512?trk=people_directory', 'https://in.linkedin.com/in/umangsharmaofficial', 'https://in.linkedin.com/in/chandra-kiran-kasula-5a795a113']"
Hyundai MOBIS Global Analytics Head,"['https://in.linkedin.com/in/upasana-tiwari-44250228', 'https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/sachin-batra-447157137', 'https://in.linkedin.com/in/gopala-krishna-02282584', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742']"
Hyundai MOBIS Global Data Science Head,"['https://in.linkedin.com/in/sachin-batra-447157137', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/company/hyundai-mobis', 'https://in.linkedin.com/in/upasana-tiwari-44250228', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715']"
Hyundai MOBIS Global RPA Head,"['https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/prem-sai-00ab2322', 'https://in.linkedin.com/in/rajasekkar', 'https://in.linkedin.com/in/gaurav-shankar-a0734621', 'https://in.linkedin.com/in/gopi-krishna-p-b7394137']"
Hyundai MOBIS Global DevOps Head,"['https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-item_profile-section-card_subtitle-click', 'https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/khasim-durgam-3207a26', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/company/hyundai-mobis?trk=ppro_cprof']"
Hyundai MOBIS Global CRM Head,"['https://in.linkedin.com/in/bala-venkat-4646bba3', 'https://in.linkedin.com/in/bhumeshmishra', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/ashishvi', 'https://in.linkedin.com/in/preeti-talwar-chaudhary-51192190']"
Hyundai MOBIS Global Software Engineering Head,"['https://in.linkedin.com/in/siva-tukaram-sravanam-91893b144', 'https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/company/hyundai-mobis', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/company/mobis-india-hyundai-motor']"
Hyundai MOBIS Global Plant Head,"['https://in.linkedin.com/in/skkings', 'https://in.linkedin.com/in/amith-halageri-6b128016', 'https://in.linkedin.com/in/balakrishnan-p-3a048536', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/edward-cho-ba5228130']"
Hyundai MOBIS Global Manufacturing Head,"['https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/edward-cho-ba5228130', 'https://in.linkedin.com/in/balakrishnan-p-3a048536', 'https://in.linkedin.com/in/mahesh-sonawane-30b49b137', 'https://in.linkedin.com/in/abdul-wahab-129b7219']"
Hyundai MOBIS Global GBS Head,"['https://in.linkedin.com/in/mehar-srinivas-c-37735b50', 'https://in.linkedin.com/in/ashishvi', 'https://in.linkedin.com/in/balaji-gopalsamy-18a95724', 'https://in.linkedin.com/in/amar-kumar-singh-10178328', 'https://in.linkedin.com/in/psbhumak']"
Hyundai MOBIS Global Innovation Head,"['https://in.linkedin.com/company/hyundai-mobis?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/sharvesh', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/gaurav-mittal-26a3298']"
Hyundai MOBIS Global Application Development Head,"['https://in.linkedin.com/in/narendra-dhenuvakonda-283a9715', 'https://in.linkedin.com/in/umangsharmaofficial', 'https://in.linkedin.com/in/pradeep-kumar-kondabattini-727a0742', 'https://in.linkedin.com/in/nandakumarav-65176016', 'https://in.linkedin.com/in/nukalaashok']"
Hyundai MOBIS Global Offshoring Head,"['https://in.linkedin.com/in/siva-shyam-kumar-8b8b1a58', 'https://in.linkedin.com/in/dr-gururaj-arvind-gumaste-3b08a544?trk=public_post_main-feed-card-text', 'https://in.linkedin.com/in/karthick-raja-3ba262188', 'https://in.linkedin.com/in/madhusudhan-yenuguthati-8812b327', 'https://in.linkedin.com/in/akanksha-ojha-aa5b5a38']"
Hyundai MOBIS Global ESG Head,[]
Synapse Design Inc. Global GCC Head,[]
Synapse Design Inc. Global GIC Head,"['https://in.linkedin.com/in/manish-tiwari-01446768', 'https://in.linkedin.com/in/shubhra-tiwari-1b08321b3', 'https://in.linkedin.com/in/surajkrishnaswamy']"
Synapse Design Inc. Global Global Development Centre Head,[]
Synapse Design Inc. Global Country Head,"['https://in.linkedin.com/in/sachinverma7', 'https://in.linkedin.com/in/preeti-narayankar-333baa8', 'https://in.linkedin.com/in/ruchirashukla', 'https://in.linkedin.com/in/shishirbondre', 'https://in.linkedin.com/in/srujan-yerramothu-4234663a']"
Synapse Design Inc. Global Site Head,"['https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/sagar-doshi-0ba98743', 'https://in.linkedin.com/in/mangesh2604', 'https://in.linkedin.com/in/dhaval-shah-5a91bb11', 'https://in.linkedin.com/in/shyambandekar']"
Synapse Design Inc. Global Centre Head,"['https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/ashwath-banjagere-6855351a', 'https://in.linkedin.com/in/sachinverma7', 'https://in.linkedin.com/in/preeti-narayankar-333baa8', 'https://in.linkedin.com/in/dhaval-shah-5a91bb11']"
Synapse Design Inc. Global CTO,"['https://in.linkedin.com/in/dhaval-shah-5a91bb11', 'https://in.linkedin.com/in/sagar-doshi-0ba98743', 'https://in.linkedin.com/in/dmanivel', 'https://in.linkedin.com/in/jonackjgupta', 'https://in.linkedin.com/in/jonackjgupta']"
Synapse Design Inc. Global CIO,"['https://in.linkedin.com/in/ram-n-291260230?trk=public_profile_browsemap', 'https://in.linkedin.com/in/ssanjeevi', 'https://in.linkedin.com/in/ssanjeevi', 'https://in.linkedin.com/in/dr-sushil-meher-27400a1b', 'https://in.linkedin.com/in/swenikapadia']"
Synapse Design Inc. Global HR Head,"['https://in.linkedin.com/in/preeti-narayankar-333baa8', 'https://in.linkedin.com/in/sachinverma7', 'https://in.linkedin.com/in/viswanath-r-19936512', 'https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/gunjan-rokade-003577163']"
Synapse Design Inc. Global Chief Marketing Officer,"['https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/preeti-narayankar-333baa8', 'https://in.linkedin.com/in/mangesh2604', 'https://in.linkedin.com/in/shyambandekar', 'https://in.linkedin.com/company/synapsecd']"
Synapse Design Inc. Global Talent Acquistion Head,"['https://in.linkedin.com/in/sachinverma7', 'https://in.linkedin.com/in/jonackjgupta', 'https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/ajay-kumar-9a510421b', 'https://in.linkedin.com/in/preeti-narayankar-333baa8']"
Synapse Design Inc. Global Offshoring Head,"['https://in.linkedin.com/in/sanjay-sharma-7637b818', 'https://in.linkedin.com/company/dignisys', 'https://in.linkedin.com/in/karthick-raja-3ba262188', 'https://in.linkedin.com/in/siddheshdesai', 'https://in.linkedin.com/in/natasha-patel-b40468128']"
Synapse Design Inc. Global IT Commercial Head,"['https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/abhilashpj', 'https://in.linkedin.com/in/ashwath-banjagere-6855351a', 'https://in.linkedin.com/in/ssanjeevi', 'https://in.linkedin.com/in/dmanivel']"
Synapse Design Inc. Global IT Services Procurement Head,"['https://in.linkedin.com/in/shishirbondre', 'https://in.linkedin.com/in/prashant-vyas-72732619', 'https://in.linkedin.com/in/ruchirashukla', 'https://in.linkedin.com/company/synapsecd', 'https://in.linkedin.com/in/surya-a-821b31147']"
Synapse Design Inc. Global Indirect Procurement Head,"['https://in.linkedin.com/in/ruchirashukla', 'https://in.linkedin.com/in/anish-tuteja-65488a157', 'https://in.linkedin.com/in/anoop-singh-351a4235', 'https://in.linkedin.com/in/kapoorakhil', 'https://in.linkedin.com/in/sreyashee-das-13308041']"
Synapse Design Inc. Global Strategic Sourcing Head,"['https://in.linkedin.com/in/shishirbondre', 'https://in.linkedin.com/in/ruchirashukla', 'https://in.linkedin.com/in/aishwrya-kashyap-7831a214b', 'https://in.linkedin.com/in/gopinath-polisetty-a37951156', 'https://in.linkedin.com/in/aman-singh-25542916a']"
Synapse Design Inc. Global Vendor Management Head,"['https://in.linkedin.com/in/srujan-yerramothu-4234663a', 'https://in.linkedin.com/in/asdh', 'https://in.linkedin.com/in/shivansh-bhardwaj-970bbb167', 'https://in.linkedin.com/in/abhilashpj', 'https://in.linkedin.com/in/krishna-reddy-bhoompalli-6ab03833']"
Synapse Design Inc. Global Workforce Strategy Head,"['https://in.linkedin.com/in/sachinverma7', 'https://in.linkedin.com/company/synapse-design-automation-inc', 'https://in.linkedin.com/in/preeti-narayankar-333baa8', 'https://in.linkedin.com/in/ashwath-banjagere-6855351a', 'https://in.linkedin.com/in/mangesh2604']"
Synapse Design Inc. Global Contigency Hiring Head,"['https://in.linkedin.com/in/diwakar-chintha-948b3360', 'https://in.linkedin.com/in/prasad-joshi-6273484', 'https://in.linkedin.com/in/sadathkhansemiconductor', 'https://in.linkedin.com/in/nanjunde-gowda-baba4332']"
